NUMBER,X_IMAGE,Y_IMAGE,MAG_AUTO,MAGERR_AUTO,MAG_APER,MAGERR_APER,CLASS_STAR,FLUX_AUTO,FLUXERR_AUTO,FLUX_APER,FLUXERR_APER,ALPHA_J2000,DELTA_J2000,SNR,pointing
5320,650.2016,2051.2559,29.2112,0.0305,29.2267,0.0611,0.758,0.3549129,0.009952484,0.3498713,0.01969988,214.8032377,52.795525,35.66073555104434,nircam4
5340,2166.8657,2056.2922,29.4379,0.0764,29.3373,0.0679,0.686,0.2880418,0.02027475,0.3159922,0.01975512,214.7896731,52.7859096,14.206922403482164,nircam4
5369,486.5225,2064.0581,29.5879,0.0491,29.3608,0.0693,0.754,0.2508704,0.01134758,0.3092427,0.01973003,214.8045616,52.7966345,22.10783268326815,nircam4
5500,1667.7227,2104.8733,29.9453,0.1063,30.0419,0.1299,0.559,0.1804991,0.01766391,0.1651342,0.0197501,214.7936084,52.7893449,10.218524664131554,nircam4
5594,1287.8889,2128.6279,30.4322,0.1497,30.3466,0.1717,0.371,0.1152734,0.01589284,0.1247256,0.01971496,214.7967425,52.7918878,7.2531655764482625,nircam4
5641,2281.9973,2137.3306,29.4696,0.0829,29.4024,0.0719,0.647,0.2797514,0.0213457,0.2976133,0.01970491,214.7877957,52.7856141,13.105749635758022,nircam4
5676,2289.6221,2142.5132,28.9365,0.0701,29.527,0.0806,0.064,0.4571001,0.02952384,0.2653323,0.01969988,214.7876733,52.7855935,15.482406760096248,nircam4
5704,1626.4972,2155.6782,30.4923,0.1292,30.8837,0.282,0.45,0.1090702,0.01297645,0.07605233,0.0197501,214.7934415,52.7898807,8.405241803420813,nircam4
5726,3683.3926,2161.833,30.1478,0.1152,29.8431,0.108,0.637,0.1497972,0.01589284,0.1983189,0.01971999,214.7750592,52.7768348,9.425451964532456,nircam4
5732,8102.2632,2151.3784,27.9793,0.0431,28.3301,0.0268,0.0,1.103752,0.04383614,0.799021,0.01971496,214.7358541,52.7486711,25.179041767819886,nircam4
5803,3154.5181,2184.2698,31.0691,0.141,31.2315,0.3885,0.373,0.06411812,0.008326845,0.05521079,0.0197501,214.7795321,52.7803188,7.70016975216904,nircam4
5812,1820.212,2171.1265,26.7911,0.0233,28.8118,0.0418,0.001,3.297398,0.07076069,0.5127237,0.01972501,214.7915535,52.7887323,46.59929121663454,nircam4
5818,2161.8027,2188.1819,29.6196,0.092,29.5404,0.0816,0.582,0.2436405,0.02063791,0.2620977,0.01969486,214.7883316,52.7866522,11.805483210266932,nircam4
5877,2648.9255,2190.9978,28.2126,0.0394,28.4025,0.0286,0.343,0.8903506,0.03232643,0.7475182,0.01969486,214.7839636,52.78357,27.542496959917933,nircam4
5936,2608.6777,2204.5227,29.2134,0.0591,29.2601,0.0632,0.774,0.3542093,0.0192729,0.3392732,0.0197501,214.7841799,52.7838988,18.378619719917605,nircam4
5987,2643.7637,2226.4282,29.5655,0.0806,29.596,0.086,0.247,0.2560948,0.01901419,0.2490082,0.01972501,214.7836371,52.7837937,13.468614755611467,nircam4
6006,178.6342,2225.4578,29.7413,0.12,30.0543,0.1312,0.329,0.2178224,0.02407185,0.1632594,0.01972501,214.8056084,52.7994614,9.048843358528739,nircam4
6009,10189.6328,2229.272,30.1317,0.1272,29.8774,0.1114,0.022,0.1520291,0.01780354,0.1921584,0.01971999,214.7164817,52.7358085,8.539262416350907,nircam4
6020,2542.833,2232.6689,30.4378,0.1349,30.2876,0.1626,0.485,0.1146836,0.01424979,0.1316957,0.01971999,214.7844703,52.7844691,8.048090533263998,nircam4
6052,2334.8967,2231.1238,27.8667,0.0333,28.8572,0.0436,0.014,1.224425,0.0375698,0.491753,0.01976013,214.7863385,52.7857829,32.59067123061608,nircam4
6069,772.3136,2240.4336,29.5767,0.1243,30.0099,0.1259,0.378,0.2534642,0.02901623,0.1700717,0.01970994,214.8001606,52.7957679,8.735256096329536,nircam4
6090,2283.1572,2245.1045,29.7922,0.1145,29.9163,0.1155,0.672,0.2078448,0.02191807,0.185395,0.01972501,214.7866523,52.7861872,9.482805739738945,nircam4
6113,3776.2852,2257.6052,31.1248,0.1431,30.3424,0.1709,0.442,0.0609093,0.008023948,0.1252167,0.01969988,214.7732254,52.7767598,7.590939024031562,nircam4
6122,3313.9717,2256.741,30.1876,0.087,30.1831,0.1477,0.498,0.1444019,0.01156374,0.1450059,0.01971999,214.7773505,52.7796952,12.487473775785343,nircam4
6135,1238.5079,2263.0129,28.6051,0.0557,29.5289,0.0808,0.09,0.6202765,0.03178569,0.2648858,0.01970491,214.7957695,52.7929257,19.514331763759103,nircam4
6151,8092.1245,2264.8145,28.1829,0.0429,28.6615,0.0364,0.001,0.9150517,0.03615917,0.5888662,0.01972501,214.734752,52.7493461,25.306214163654754,nircam4
6154,800.0053,2269.5205,30.3246,0.076,32.4765,1.2198,0.683,0.1272836,0.008901772,0.01753938,0.01969988,214.799608,52.7957486,14.298681206393512,nircam4
6160,2607.1409,2260.3508,28.8688,0.0427,28.88,0.0445,0.519,0.4865232,0.01914398,0.4814984,0.01973505,214.7836066,52.7842093,25.413900348830282,nircam4
6167,4464.4517,2261.1245,29.8442,0.0791,29.7717,0.1011,0.339,0.1981127,0.01442252,0.2118104,0.01972501,214.7670626,52.7724023,13.736344272706852,nircam4
6217,353.2387,2287.2197,29.6442,0.093,29.1574,0.0575,0.572,0.2381961,0.02039652,0.372963,0.01973003,214.803403,52.7986842,11.678271587506103,nircam4
6230,2266.48,2281.0154,27.7146,0.0353,28.5131,0.0317,0.001,1.408522,0.04582468,0.6751215,0.01972501,214.7864233,52.7864867,30.737192272810198,nircam4
6253,3545.5671,2294.1936,28.5772,0.0544,29.4852,0.0777,0.078,0.6363819,0.0318635,0.2757605,0.01971999,214.7748947,52.7784241,19.972127983429314,nircam4
6266,3552.1855,2301.6296,28.3626,0.0331,28.5501,0.0328,0.781,0.7754892,0.02365678,0.6524981,0.01972501,214.7747576,52.7784221,32.780843377670166,nircam4
6279,8765.1846,2301.1914,29.9583,0.0704,29.5392,0.0815,0.09,0.1783642,0.01156374,0.2623669,0.01969988,214.7283858,52.7452595,15.424438806130198,nircam4
6310,3550.801,2310.5269,27.964,0.0297,28.65,0.0359,0.636,1.119409,0.03059478,0.5951393,0.01968983,214.7746764,52.7784788,36.588234986491166,nircam4
6317,3574.4229,2315.6406,28.855,0.0505,29.4027,0.072,0.265,0.4927308,0.02291234,0.2975313,0.01973003,214.7744124,52.7783561,21.50504051528565,nircam4
6322,303.675,2317.0745,28.9401,0.0658,29.2589,0.0631,0.079,0.4555981,0.02761702,0.3396652,0.01974509,214.8035308,52.7991601,16.497004383528708,nircam4
6324,1136.1564,2311.9497,28.797,0.0581,29.0026,0.0498,0.043,0.5197631,0.02779577,0.4301088,0.01973003,214.7961669,52.79384,18.699359650767004,nircam4
6328,3559.5298,2310.6292,26.2725,0.0115,28.2746,0.0255,0.001,5.316355,0.05634372,0.8409646,0.01971999,214.7745976,52.7784238,94.35576848670978,nircam4
6331,3571.1592,2304.3494,27.2161,0.0219,28.7606,0.0399,0.4,2.229272,0.04489662,0.5375099,0.01972501,214.7745601,52.7783161,49.65344829967156,nircam4
6334,3560.9045,2319.1443,27.2065,0.0168,28.2663,0.0253,0.679,2.249106,0.03469122,0.847406,0.01973505,214.7744959,52.7784609,64.83213908303023,nircam4
6338,3851.0063,2301.1218,28.3644,0.0471,28.7522,0.0395,0.0,0.7741725,0.03360345,0.5416846,0.01969988,214.7721027,52.776519,23.038482655798735,nircam4
6352,2427.6243,2325.595,27.9285,0.0335,28.8135,0.0418,0.63,1.156636,0.03567657,0.5119037,0.01970994,214.7845194,52.7857022,32.42004486417837,nircam4
6353,3628.8416,2325.0376,29.4575,0.0875,29.6296,0.0888,0.389,0.2828918,0.02280401,0.2414173,0.01974509,214.7738291,52.7780607,12.40535326900839,nircam4
6357,2601.4119,2329.3838,29.9068,0.0807,29.6383,0.0894,0.679,0.1870128,0.01389789,0.2394935,0.01970491,214.7829318,52.7846175,13.456200905317283,nircam4
6358,3548.3831,2329.1382,29.6044,0.083,29.6921,0.0939,0.585,0.2470935,0.01888351,0.2279063,0.01971496,214.7745023,52.7785944,13.085146776208449,nircam4
6364,3564.937,2318.3535,26.8581,0.0154,28.3507,0.0273,0.0,3.099979,0.04400529,0.7840195,0.01972501,214.7744683,52.778431,70.44559869961088,nircam4
6366,3570.0,2326.0166,27.5714,0.0238,28.5812,0.0337,0.331,1.607125,0.03525765,0.634049,0.0196848,214.7743427,52.7784401,45.582306251267454,nircam4
6367,3549.5237,2333.7117,28.7398,0.0473,29.0181,0.0506,0.53,0.5478719,0.02386522,0.4239852,0.01975512,214.7744441,52.7786118,22.956918058999666,nircam4
6369,3360.7712,2334.8059,29.1022,0.0631,29.6515,0.0905,0.361,0.3924048,0.02280401,0.2365936,0.01971999,214.7761131,52.779818,17.207710398302755,nircam4
6373,3560.9109,2327.208,26.4992,0.016,28.1969,0.0237,0.213,4.314377,0.06357137,0.9033526,0.01969486,214.7744111,52.7785043,67.86666702322131,nircam4
6377,1665.9769,2312.2344,28.2636,0.041,29.0887,0.0539,0.082,0.849525,0.03209579,0.3973108,0.01972501,214.7914439,52.790473,26.468424675011892,nircam4
6396,2759.1284,2342.1675,30.6776,0.1084,30.2017,0.1502,0.51,0.09195653,0.009175736,0.1425387,0.01971999,214.7813929,52.7836835,10.021706160682914,nircam4
6409,3569.0066,2335.1589,26.8974,0.0177,28.5693,0.0334,0.219,2.989971,0.0487062,0.6410721,0.01973003,214.7742554,52.7784957,61.38789312243616,nircam4
6446,3022.9548,2349.8135,27.7862,0.0356,29.12,0.0555,0.137,1.318628,0.04326756,0.3860181,0.01972501,214.7789632,52.782047,30.476135007381973,nircam4
6476,3548.6833,2365.2349,28.1826,0.0369,29.0417,0.0516,0.247,0.9153186,0.03107662,0.4148741,0.01970994,214.7741201,52.7787869,29.453608532716878,nircam4
6484,3318.8494,2364.3435,28.5135,0.0537,28.7927,0.0411,0.245,0.6748745,0.03338164,0.5218164,0.01973003,214.7761758,52.7802437,20.216936615456884,nircam4
6518,3549.6858,2371.342,28.4771,0.0404,28.9207,0.0462,0.67,0.6978532,0.0259529,0.4637947,0.0197501,214.774047,52.7788134,26.88921854590431,nircam4
6528,3069.5532,2376.3635,28.5782,0.0531,28.9973,0.0496,0.359,0.6358221,0.03107662,0.4321994,0.01973003,214.7782692,52.7818937,20.459821563606337,nircam4
6531,3094.4673,2382.7761,29.9449,0.0898,29.6756,0.0925,0.387,0.1805691,0.01492873,0.2313939,0.01971496,214.7779799,52.7817698,12.095409321489505,nircam4
6543,3351.3254,2349.9128,26.0082,0.0146,27.782,0.0162,0.0,6.781299,0.09105299,1.323707,0.01976013,214.7760384,52.7799594,74.47640104954269,nircam4
6566,3106.6472,2396.0032,28.8123,0.0519,29.1198,0.0555,0.169,0.5125151,0.02447987,0.3860974,0.01971496,214.7777324,52.7817636,20.936185527129023,nircam4
6577,4450.7227,2396.3789,28.7506,0.0553,29.4423,0.0747,0.077,0.5424715,0.02761702,0.2868716,0.01971999,214.7657629,52.7732179,19.64265152431363,nircam4
6578,3113.3115,2394.8745,30.0761,0.0967,29.953,0.1197,0.655,0.160012,0.01424979,0.1792282,0.01976013,214.7776849,52.7817151,11.229077761847718,nircam4
6582,800.6503,2398.697,29.2213,0.0595,29.2542,0.0628,0.673,0.3516411,0.0192729,0.3411404,0.01974007,214.7982441,52.7964404,18.24536525380197,nircam4
6594,3775.5684,2399.7849,28.8849,0.0644,29.1742,0.0583,0.537,0.4793291,0.02841255,0.3672126,0.01971999,214.771737,52.7775301,16.870330188596235,nircam4
6603,1817.5759,2404.5728,29.5039,0.0846,29.598,0.0861,0.341,0.2710433,0.02111241,0.2485566,0.01971496,214.7891226,52.7900066,12.838103276698396,nircam4
6676,1487.1252,2421.75,29.3324,0.0677,29.2221,0.0609,0.007,0.3174384,0.01978017,0.3513722,0.01971999,214.7918857,52.7922001,16.04831505492622,nircam4
6690,2093.7378,2434.3889,29.2447,0.0553,29.2192,0.0607,0.637,0.344143,0.01752316,0.3523069,0.01970491,214.7863493,52.7884112,19.639323044473713,nircam4
6697,2059.1167,2434.7349,30.5256,0.1599,29.6056,0.0869,0.356,0.1057742,0.0155781,0.2468062,0.0197501,214.786654,52.7886332,6.789929452243856,nircam4
6717,2541.5796,2439.7834,29.5118,0.0348,29.4671,0.0764,0.788,0.2690812,0.008619104,0.280389,0.01971496,214.782304,52.7855926,31.21916152769476,nircam4
6729,7560.96,2437.8945,28.2511,0.045,28.6489,0.036,0.0,0.859332,0.03560709,0.5957466,0.01972501,214.7376557,52.753657,24.133732916674738,nircam4
6786,9518.9297,2448.533,28.2548,0.0434,28.7113,0.0381,0.073,0.8564171,0.03418791,0.5624662,0.01973003,214.7201375,52.7412562,25.050291170182675,nircam4
6849,7154.187,2471.5176,28.8606,0.0571,29.145,0.0568,0.05,0.4902128,0.02576137,0.3772355,0.01971496,214.7409198,52.7564259,19.0289879769593,nircam4
6853,8251.251,2470.9492,28.0964,0.0467,28.5612,0.0332,0.005,0.9909411,0.04263335,0.6458412,0.01973003,214.7311704,52.7494431,23.24333180479601,nircam4
6854,3326.2952,2472.8687,28.6899,0.0565,29.3715,0.0701,0.081,0.5736572,0.02985745,0.306214,0.01976013,214.7749685,52.7807808,19.21320139529665,nircam4
6878,2344.314,2481.3477,29.3444,0.0874,29.5979,0.0862,0.383,0.3139339,0.02527617,0.2485589,0.01972501,214.7836238,52.7870709,12.420153053251342,nircam4
6879,178.7985,2486.3899,29.8019,0.1161,30.1921,0.1485,0.347,0.2059893,0.02203076,0.1438005,0.01966969,214.8028633,52.8008663,9.350076892490318,nircam4
6886,10121.1426,2474.4858,27.4593,0.0214,27.7791,0.0162,0.382,1.781952,0.03518734,1.327344,0.0197501,214.714513,52.7375636,50.64185016542882,nircam4
6915,2356.5845,2494.1904,29.1591,0.0665,29.5251,0.0805,0.394,0.3723695,0.02280401,0.2658175,0.01969988,214.7833795,52.787062,16.329123693595996,nircam4
6916,2367.407,2493.967,29.5987,0.1066,29.8509,0.1088,0.366,0.2483925,0.02437851,0.1969001,0.01971999,214.7832855,52.786992,10.188994323278987,nircam4
6924,2471.5173,2496.3452,30.5306,0.1433,30.5382,0.205,0.475,0.10529,0.01389789,0.1045505,0.01973505,214.7823333,52.7863428,7.575970165255301,nircam4
6940,7322.9302,2497.0476,28.6714,0.064,28.9398,0.047,0.005,0.5834961,0.03440451,0.4557147,0.01971496,214.7391507,52.7554898,16.959872412076205,nircam4
6953,7870.9712,2474.0137,26.4843,0.0152,27.4285,0.0117,0.0,4.374107,0.06135123,1.833167,0.01971999,214.7345194,52.7518791,71.29615820253319,nircam4
7001,7862.8257,2510.1758,27.5483,0.0346,28.5022,0.0314,0.0,1.641695,0.05233341,0.6818935,0.01970994,214.7342117,52.7521255,31.369922196929267,nircam4
7026,9052.3711,2518.4971,28.4363,0.0525,28.7657,0.04,0.072,0.7246131,0.03504631,0.534978,0.01969988,214.7235489,52.7446015,20.67587429318522,nircam4
7077,2844.2734,2531.3015,29.3054,0.0599,29.272,0.0639,0.016,0.3254324,0.0179421,0.335582,0.01976013,214.7786462,52.7841607,18.13792142502829,nircam4
7094,3521.9668,2543.5266,30.0448,0.1304,29.9641,0.1207,0.376,0.1647026,0.01978017,0.1774107,0.01971999,214.7724835,52.779917,8.326652399852984,nircam4
7121,2065.0576,2551.7913,30.1521,0.1458,30.0962,0.1363,0.452,0.1492019,0.02002899,0.157082,0.01971496,214.7853703,52.789226,7.449297243645336,nircam4
7174,3649.3767,2565.7703,30.7256,0.1229,30.1603,0.1446,0.372,0.08797763,0.009952484,0.1480711,0.01971999,214.7711153,52.7792265,8.839766032278977,nircam4
7186,1937.2112,2570.9436,30.2945,0.0995,29.748,0.0989,0.174,0.1308601,0.01198438,0.2164801,0.01971496,214.7863077,52.790142,10.919221520011883,nircam4
7265,2547.385,2597.1943,30.7521,0.1053,30.2018,0.1501,0.403,0.08585443,0.008326845,0.1425178,0.01969486,214.7805973,52.7864035,10.310559401550048,nircam4
7281,4458.1592,2597.5312,29.8501,0.0795,29.9743,0.1218,0.715,0.1970373,0.01442252,0.1757525,0.01971496,214.7635819,52.7742537,13.66178032687769,nircam4
7286,2780.8518,2598.4521,30.1793,0.091,29.6773,0.0927,0.655,0.1455064,0.01218925,0.2310439,0.01973003,214.7785049,52.7849257,11.937272596755339,nircam4
7342,3400.2405,2621.3228,30.3874,0.1045,30.1712,0.146,0.555,0.1201332,0.01156374,0.1466045,0.01971496,214.7727494,52.78111,10.388784251461898,nircam4
7428,759.7189,2642.0413,29.2361,0.0355,29.0064,0.0499,0.774,0.3468674,0.01134758,0.4285952,0.01970994,214.79605,52.7980117,30.567521885723654,nircam4
7454,2759.7771,2650.1682,30.0063,0.1193,30.3353,0.1699,0.37,0.1706414,0.01875192,0.1260328,0.01971999,214.7781489,52.7853383,9.099942832520616,nircam4
7485,2421.2458,2658.405,30.3591,0.098,31.3845,0.4466,0.698,0.123305,0.01112721,0.04795162,0.01971999,214.781077,52.7875353,11.081394167989998,nircam4
7495,8128.4321,2658.9421,29.7342,0.0929,29.5285,0.0808,0.008,0.2192367,0.01875192,0.2649792,0.01972501,214.7302863,52.7512362,11.691426797895897,nircam4
7529,316.3801,2669.9028,30.1098,0.0985,30.1345,0.1411,0.715,0.1551266,0.01407494,0.1516383,0.01969988,214.7997076,52.8009803,11.021475047140521,nircam4
7559,3857.6721,2677.1008,30.3442,0.1127,31.0067,0.316,0.594,0.1250093,0.01297645,0.06790882,0.01976013,214.7680905,52.7785013,9.633551549152502,nircam4
7571,1863.3932,2680.7834,30.1878,0.137,30.1799,0.1471,0.452,0.1443783,0.01821604,0.1454216,0.01969988,214.7858103,52.7912031,7.925888392866946,nircam4
7646,4468.917,2696.1587,29.2342,0.0689,29.3846,0.0708,0.712,0.3474847,0.02203076,0.3025232,0.01970994,214.7624492,52.7747164,15.77270598018407,nircam4
7681,4025.3889,2710.2292,29.7767,0.1006,29.7992,0.1037,0.477,0.2108369,0.01952818,0.2065091,0.01971999,214.7662492,52.777613,10.796546324337445,nircam4
7733,3263.1753,2727.3696,30.0031,0.1139,29.8217,0.1059,0.336,0.1711445,0.0179421,0.2022707,0.01971999,214.7728547,52.7825528,9.53871063030526,nircam4
7739,8167.0903,2721.9866,28.8674,0.0678,29.1523,0.0571,0.09,0.4871147,0.03043248,0.3747189,0.01970491,214.7292798,52.7513295,16.00640828483252,nircam4
7794,1771.0225,2742.9917,29.5813,0.0888,29.5298,0.0809,0.765,0.2524045,0.02063791,0.2646563,0.01971999,214.785979,52.7921255,12.230138613842195,nircam4
7849,8125.9131,2756.6382,28.1463,0.038,28.4318,0.0294,0.01,0.9464095,0.03308359,0.7275689,0.01971496,214.7292817,52.751778,28.606614336594063,nircam4
7909,3665.2388,2785.6067,30.461,0.1412,29.9206,0.116,0.452,0.1122593,0.01459321,0.1846599,0.01973003,214.7686628,52.7803094,7.6925707229595135,nircam4
7920,1566.928,2785.9978,30.0385,0.1021,29.911,0.1149,0.093,0.1656598,0.0155781,0.1862898,0.01970491,214.7873448,52.7936549,10.634146654598442,nircam4
7941,2526.5784,2793.9548,29.5592,0.0875,29.6981,0.0946,0.516,0.2575808,0.02075755,0.2266478,0.01973505,214.7787137,52.7875956,12.40901744184646,nircam4
7965,2371.6021,2801.2168,30.1401,0.122,29.8387,0.1074,0.379,0.1508563,0.01694847,0.199128,0.01969486,214.7800175,52.7886202,8.900880138443174,nircam4
8038,2181.1709,2823.9053,30.0121,0.1274,29.9524,0.1193,0.082,0.1697386,0.01990497,0.1793238,0.01969988,214.781475,52.7899533,8.527448169979657,nircam4
8083,3585.5967,2834.769,30.3087,0.1025,30.1789,0.147,0.514,0.1291587,0.01218925,0.1455636,0.01970994,214.7688549,52.7810807,10.59611542957934,nircam4
8145,8124.8638,2856.7788,29.3848,0.0466,29.3299,0.0673,0.778,0.3024641,0.01297645,0.318159,0.01970994,214.7282383,52.7523236,23.308693826123477,nircam4
8150,3321.0459,2858.0376,29.7069,0.0943,29.7012,0.0948,0.611,0.2248252,0.01952818,0.2260118,0.01973003,214.7709656,52.7828884,11.512859877366965,nircam4
8168,3071.3696,2859.7019,29.91,0.1122,29.985,0.123,0.134,0.1864745,0.0192729,0.1740166,0.01970491,214.7731711,52.7844852,9.675476965064936,nircam4
8179,3952.5942,2864.2131,30.4408,0.1386,30.0619,0.1319,0.367,0.1143609,0.01459321,0.1621214,0.0196848,214.7652782,52.7789051,7.836582903966982,nircam4
8202,3872.3667,2876.2646,30.6655,0.156,30.5823,0.2133,0.477,0.09298293,0.01335266,0.1003872,0.01971999,214.7658657,52.7794803,6.963625974150469,nircam4
8224,8199.9658,2873.8706,27.5827,0.0314,28.1091,0.0219,0.0,1.590455,0.04593262,0.9793939,0.01971999,214.7273909,52.7519377,34.62582800632753,nircam4
8404,3793.5459,2915.4695,29.2082,0.0759,29.4517,0.0753,0.124,0.3559133,0.02488121,0.2843924,0.01973003,214.7661551,52.7801927,14.304501268226103,nircam4
8444,3666.217,2932.6177,29.7312,0.0837,29.658,0.091,0.025,0.2198552,0.01694847,0.2351937,0.01971496,214.7671083,52.7810948,12.971979181601643,nircam4
8447,3775.5356,2939.7754,29.1869,0.0577,29.0744,0.0532,0.423,0.3629558,0.0192729,0.4025833,0.01971496,214.7660599,52.7804381,18.832443482817844,nircam4
8456,3151.8276,2935.9666,28.3876,0.0454,29.388,0.071,0.09,0.7578006,0.03170768,0.301597,0.01972501,214.7716528,52.7843842,23.899591518521696,nircam4
8488,1292.3978,2947.8499,30.1427,0.0736,30.9463,0.2982,0.745,0.1505035,0.01019826,0.07179565,0.01971496,214.7880885,52.7962723,14.757762598717822,nircam4
8514,3163.5442,2947.9399,29.4302,0.1064,29.5804,0.0849,0.079,0.2900895,0.02841255,0.2526102,0.01974007,214.7714226,52.7843742,10.209907241694252,nircam4
8643,2258.3262,2986.4502,30.0164,0.1126,30.8927,0.2839,0.37,0.1690616,0.01752316,0.07542421,0.01971999,214.7790786,52.7903382,9.647894557830893,nircam4
8708,3567.5967,2989.5928,29.5935,0.0822,29.8368,0.1071,0.398,0.2495869,0.01888351,0.1994759,0.01966969,214.7673872,52.7820288,13.21718790627378,nircam4
8811,1217.1406,3018.0129,29.0263,0.0237,29.0113,0.0502,0.798,0.4208183,0.009175736,0.4266655,0.01971496,214.7880211,52.7971287,45.86207580514522,nircam4
8848,4462.9556,3029.0496,29.9042,0.0784,30.0571,0.1316,0.694,0.1874715,0.01353684,0.1628394,0.01973003,214.7590023,52.7765466,13.848985435301001,nircam4
8893,3195.6772,3042.4128,29.8877,0.1039,29.5477,0.0823,0.622,0.1903475,0.01821604,0.2603428,0.01972501,214.7701431,52.7846786,10.449444555457719,nircam4
8896,8190.271,3052.6699,28.3175,0.0533,28.9837,0.049,0.006,0.808352,0.03968534,0.4376703,0.01974007,214.7255974,52.7529615,20.36903299807939,nircam4
8921,3479.2827,3049.042,29.8436,0.0799,29.5137,0.0797,0.564,0.1982292,0.01459321,0.2686084,0.01970994,214.7675484,52.7829106,13.583659797947126,nircam4
8951,3656.5312,3056.5273,29.8407,0.086,29.4977,0.0786,0.084,0.198751,0.01573626,0.2725944,0.01974007,214.7658917,52.7818237,12.630129395421786,nircam4
8969,2755.5645,3059.6592,29.9061,0.0796,29.3631,0.0694,0.593,0.1871357,0.01371855,0.3085895,0.01972501,214.7738806,52.7875704,13.641069938149439,nircam4
9018,1200.0839,3070.2146,30.4162,0.0852,30.4308,0.1854,0.587,0.1169815,0.009175736,0.115422,0.01970994,214.7876241,52.7975184,12.749004548517961,nircam4
9022,2767.2769,3073.177,29.6984,0.1129,29.8414,0.1078,0.058,0.2265944,0.02355188,0.1986254,0.01971999,214.7736342,52.7875687,9.621074835639448,nircam4
9033,1741.3146,3078.425,29.9413,0.1237,30.0005,0.1248,0.085,0.1811669,0.02063791,0.1715624,0.01970994,214.7827164,52.7941211,8.778354978774498,nircam4
9074,192.0,3092.1665,30.1481,0.1008,29.7456,0.0986,0.376,0.1497439,0.01389789,0.2169617,0.01970491,214.7963755,52.804046,10.774578011482319,nircam4
9138,1446.8784,3102.1643,30.1113,0.091,29.8079,0.1045,0.608,0.1549179,0.01297645,0.2048501,0.01970491,214.7850895,52.7961212,11.938388388195538,nircam4
9215,3061.1345,3116.6062,31.1796,0.1446,99.0,99.0,0.401,0.05790939,0.007709161,-0.02939644,0.01971999,214.7705609,52.7859338,7.511762953192961,nircam4
9249,3736.1711,3126.2786,30.6638,0.1101,30.1222,0.1396,0.397,0.09313271,0.009441755,0.1533726,0.01971999,214.7644493,52.7816927,9.863919366685536,nircam4
9273,3751.679,3135.9561,29.4947,0.1111,30.1949,0.1493,0.371,0.2733496,0.02797339,0.1434373,0.01971496,214.7642094,52.7816462,9.771772387973,nircam4
9297,3638.3457,3139.1101,30.5604,0.1473,29.9908,0.1238,0.37,0.1024331,0.01389789,0.1731016,0.01973003,214.7651852,52.782384,7.370406586899162,nircam4
9309,2200.0125,3142.6689,29.7029,0.0952,29.8429,0.108,0.184,0.2256545,0.01978017,0.1983618,0.01972501,214.7779552,52.7915503,11.408117321539704,nircam4
9346,3037.6189,3148.1936,30.5854,0.1344,30.9217,0.2915,0.477,0.1001025,0.01239074,0.07343764,0.01970994,214.7704381,52.7862534,8.07881530885161,nircam4
9360,3799.8328,3157.1067,29.9463,0.0793,29.7849,0.1023,0.609,0.1803462,0.0131659,0.2092502,0.01970491,214.7635584,52.7814538,13.697977350579908,nircam4
9395,517.7665,3162.2283,29.5734,0.0631,29.3975,0.0717,0.655,0.2542343,0.01476192,0.298961,0.01972501,214.7927357,52.8023523,17.22230577052308,nircam4
9460,189.5917,3187.792,29.8,0.0693,29.5599,0.083,0.305,0.2063595,0.0131659,0.257414,0.01967976,214.7953913,52.8045765,15.673786068555891,nircam4
9490,2584.4556,3192.0093,29.0777,0.064,29.2091,0.0602,0.096,0.401338,0.02365678,0.3555958,0.01971999,214.7740126,52.7893713,16.965030743829043,nircam4
9519,2585.3423,3197.7712,30.7253,0.099,30.7186,0.2419,0.592,0.08799946,0.008023948,0.08854739,0.01971999,214.7739442,52.7893967,10.967102478729922,nircam4
9571,3123.3833,3212.719,30.2739,0.1216,30.3736,0.176,0.359,0.133366,0.01492873,0.1216635,0.01971999,214.768996,52.7860555,8.93351276364433,nircam4
9581,3176.3311,3213.3171,29.8008,0.1001,29.7431,0.0986,0.374,0.2061963,0.01901419,0.2174497,0.0197501,214.7685183,52.785722,10.844337834007128,nircam4
9590,3298.1343,3226.4922,28.1084,0.0443,29.095,0.0543,0.699,0.980029,0.03993415,0.3950222,0.01975512,214.7672952,52.7850183,24.541125828394996,nircam4
9616,3521.0117,3227.0444,30.2497,0.1078,29.8376,0.1074,0.549,0.1363753,0.01353684,0.1993231,0.01971999,214.7653051,52.7836037,10.074382204414029,nircam4
9621,4012.8015,3233.4861,28.9701,0.0389,29.006,0.0499,0.761,0.4431543,0.01589284,0.4287433,0.01969988,214.7608594,52.7805105,27.883896144427304,nircam4
9636,3859.2874,3232.1709,29.7851,0.0833,29.7987,0.1037,0.318,0.2092025,0.0160479,0.2065995,0.01971999,214.7622398,52.7814799,13.036129337794977,nircam4
9637,3931.7954,3231.7881,30.0153,0.1106,29.8813,0.1117,0.362,0.1692337,0.01723821,0.1914585,0.0196848,214.7615984,52.7810166,9.817359226973101,nircam4
9659,2069.7188,3235.5879,29.583,0.0359,30.1797,0.1472,0.763,0.2520061,0.008326845,0.1454561,0.01971496,214.7781386,52.7928793,30.26429578069485,nircam4
