ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo
4971.0	7223.8374	2052.7168	33.3063	3.4014	99.0	99.0	0.019	0.00816748	0.02558077	-0.02916373	0.02402139	214.8413835	52.8180078	4958.0	7223.8374	2052.7168	33.3063	3.4014	99.0	99.0	0.019	0.008167478	0.02558077	-0.02916374	0.02402139	214.8413835	52.8180078
4972.0	2534.8418	2062.9421	28.7744	0.0496	28.7653	0.0488	0.0	0.5307133	0.0242529	0.5351505	0.02402751	214.8831349	52.8478511	4959.0	2534.8418	2062.9421	28.7744	0.0496	28.7653	0.0488	0.0	0.5307133	0.0242529	0.5351505	0.02402751	214.8831349	52.8478511
4973.0	1617.3462	2062.7522	28.5526	0.0585	28.7055	0.0462	0.0	0.6509506	0.03504103	0.5654519	0.02403975	214.8913341	52.853677	4961.0	1617.3462	2062.7522	28.5526	0.0585	28.7055	0.0462	0.0	0.6509506	0.03504103	0.5654519	0.02403975	214.8913341	52.853677
4974.0	7279.1772	2054.8333	31.1888	0.3478	31.5582	0.6386	0.347	0.05742345	0.01839067	0.04086228	0.02402751	214.8408675	52.8176675	4962.0	7279.1772	2054.8333	31.1888	0.3478	31.5582	0.6386	0.347	0.05742345	0.01839067	0.04086228	0.02402751	214.8408675	52.8176675
4975.0	6032.0698	2052.7097	30.5582	0.2128	29.8441	0.132	0.347	0.1026461	0.02010944	0.1981438	0.02408253	214.8520171	52.8255802	4957.0	6032.0698	2052.7097	30.5582	0.2128	29.8441	0.132	0.347	0.1026461	0.02010944	0.1981438	0.02408253	214.8520171	52.8255802
4976.0	6808.9907	2053.5842	32.1848	0.497	31.3826	0.5427	0.347	0.02294559	0.01050181	0.04803512	0.02400302	214.8450754	52.8206485	4964.0	6808.9907	2053.5842	32.1848	0.497	31.3826	0.5427	0.347	0.02294559	0.01050181	0.04803512	0.02400302	214.8450754	52.8206485
4977.0	6534.644	2065.6479	28.2293	0.059	28.9578	0.0582	0.0	0.8767803	0.04766481	0.4482128	0.02403363	214.8473964	52.8224567	4965.0	6534.644	2065.6479	28.2293	0.059	28.9578	0.0582	0.0	0.8767803	0.04766481	0.4482128	0.02403363	214.8473964	52.8224567
4978.0	7755.877	2061.4297	29.0197	0.0931	29.236	0.0752	0.002	0.4233912	0.03627815	0.3469108	0.02402139	214.8365459	52.8146739	4963.0	7755.877	2061.4297	29.0197	0.0931	29.236	0.0752	0.002	0.4233912	0.03627815	0.3469108	0.02402139	214.8365459	52.8146739
4979.0	1112.4382	2071.4302	27.358	0.0405	28.42	0.0355	0.0	1.95615	0.07301089	0.7355235	0.02403363	214.8957549	52.8569302	4967.0	1112.4382	2071.4302	27.358	0.0405	28.42	0.0355	0.0	1.95615	0.07301089	0.7355235	0.02403363	214.8957549	52.8569302
4980.0	6332.5762	2057.0178	29.0623	0.0727	29.4041	0.0878	0.072	0.4071056	0.0272508	0.2971362	0.02402139	214.8492902	52.8236941	4968.0	6332.5762	2057.0178	29.0623	0.0727	29.4041	0.0878	0.072	0.4071056	0.0272508	0.2971362	0.02402139	214.8492902	52.8236941
4981.0	3506.2439	2077.1636	27.7659	0.0276	27.9544	0.0231	0.002	1.343535	0.03419143	1.129423	0.02404586	214.8743089	52.8417579	4969.0	3506.2439	2077.1636	27.7659	0.0276	27.9544	0.0231	0.002	1.343535	0.03419143	1.129423	0.02404586	214.8743089	52.8417579
4982.0	8195.7764	2058.1963	37.2868	119.6305	37.1746	112.6071	0.01	0.0002088684	0.02300832	0.0002316068	0.02401527	214.8326565	52.811861	4971.0	8195.7764	2058.1963	37.2868	119.6305	37.1746	112.6071	0.01	0.0002088684	0.02300832	0.0002316069	0.02401527	214.8326565	52.811861
4983.0	3560.4509	2060.908	29.4032	0.1133	29.5297	0.0987	0.097	0.2973817	0.03103518	0.2646747	0.02404586	214.8739957	52.8413259	4977.0	3560.4509	2060.908	29.4032	0.1133	29.5297	0.0987	0.097	0.2973817	0.03103518	0.2646747	0.02404586	214.8739957	52.8413259
4984.0	8047.415	2057.8193	33.2888	2.6785	99.0	99.0	0.348	0.008300191	0.0204718	-0.02962344	0.02402139	214.8339836	52.8128018	4972.0	8047.415	2057.8193	33.2888	2.6785	99.0	99.0	0.348	0.008300191	0.0204718	-0.02962344	0.02402139	214.8339836	52.8128018
4985.0	6021.2031	2065.7114	28.8291	0.0676	29.3856	0.0862	0.379	0.5046281	0.03138854	0.3022428	0.02399689	214.8519773	52.8257193	4973.0	6021.2031	2065.7114	28.8291	0.0676	29.3856	0.0862	0.379	0.5046281	0.03138854	0.3022428	0.02399689	214.8519773	52.8257193
4986.0	6020.9604	2060.9871	31.7219	0.4957	30.2803	0.1968	0.347	0.0351436	0.01604178	0.1325864	0.02402751	214.8520292	52.8256954	4974.0	6020.9604	2060.9871	31.7219	0.4957	30.2803	0.1968	0.347	0.0351436	0.01604178	0.1325864	0.02402751	214.8520292	52.8256954
