pointing	ID	f606w_FLUX	f606w_FLUXERR	f606w_SNR	f814w_FLUX	f814w_FLUXERR	f814w_SNR	f115w_FLUX	f115w_FLUXERR	f115w_SNR	f150w_FLUX	f150w_FLUXERR	f150w_SNR	f200w_FLUX	f200w_FLUXERR	f200w_SNR	f277w_FLUX	f277w_FLUXERR	f277w_SNR	f356w_FLUX	f356w_FLUXERR	f356w_SNR	f410m_FLUX	f410m_FLUXERR	f410m_SNR	f444w_FLUX	f444w_FLUXERR	f444w_SNR
nircam2	11316	3.335e-04	2.045e-02	0.01	1.270e-02	1.525e-02	0.56	2.618e-01	3.685e-02	2.55	4.265e-01	4.366e-02	3.29	8.853e-01	3.486e-02	9.12	6.000e-01	2.832e-02	10.16	1.252e+00	3.053e-02	22.01	1.443e+00	6.766e-02	15.64	2.856e+00	5.403e-02	38.68
nircam3	9992	-8.293e-02	2.862e-02	-2.90	8.525e-02	2.065e-02	2.51	1.638e-01	4.571e-02	1.82	8.827e-01	5.472e-02	6.71	6.059e-01	4.691e-02	6.35	8.129e-01	3.904e-02	9.42	1.549e+00	4.136e-02	19.32	2.824e+00	9.028e-02	27.73	3.537e+00	7.311e-02	40.79
nircam4	315	3.223e-02	2.789e-02	0.85	6.927e-02	1.960e-02	1.41	3.872e-01	3.390e-02	4.84	1.296e+00	4.079e-02	11.12	9.164e-01	3.445e-02	12.33	7.138e-01	2.885e-02	10.96	6.120e-01	3.092e-02	11.27	6.406e-01	6.963e-02	6.40	4.923e-01	5.761e-02	5.42
nircam4	1669	1.267e-01	3.298e-02	2.82	1.058e-01	2.318e-02	1.82	3.526e-01	4.010e-02	3.73	1.260e+00	4.824e-02	9.14	7.862e-01	4.074e-02	8.95	4.819e-01	3.412e-02	6.25	5.557e-01	3.657e-02	8.66	4.005e-01	8.235e-02	3.39	8.377e-01	6.813e-02	7.80
nircam4	1843	3.272e-02	1.851e-02	1.30	4.700e-03	1.301e-02	0.14	2.620e-01	2.250e-02	4.94	6.903e-01	2.707e-02	8.92	4.062e-01	2.286e-02	8.24	4.563e-01	1.914e-02	10.55	3.643e-01	2.052e-02	10.11	3.278e-01	4.621e-02	4.94	4.150e-01	3.823e-02	6.88
nircam4	9859	2.444e-01	5.631e-02	3.19	2.984e-01	3.957e-02	3.00	1.847e+00	6.846e-02	11.44	2.461e+00	8.236e-02	10.45	3.094e+00	6.956e-02	20.62	1.656e+00	5.825e-02	12.59	1.317e+00	6.243e-02	12.01	6.412e-01	1.406e-01	3.17	7.673e-01	1.163e-01	4.18
nircam4	9427	-4.362e-02	3.347e-02	-0.96	1.722e-02	2.352e-02	0.29	4.392e-01	4.069e-02	4.58	8.253e-01	4.895e-02	5.90	8.984e-01	4.134e-02	10.07	7.187e-01	3.462e-02	9.19	7.220e-01	3.711e-02	11.08	8.901e-01	8.357e-02	7.41	8.048e-01	6.914e-02	7.38
nircam4	12415	7.203e-02	6.981e-02	0.76	1.237e-01	4.906e-02	1.00	3.183e-01	8.487e-02	1.59	2.313e+00	1.021e-01	7.92	1.157e+00	8.624e-02	6.22	2.271e+00	7.222e-02	13.92	2.617e+00	7.741e-02	19.25	4.080e+00	1.743e-01	16.29	3.707e+00	1.442e-01	16.30
nircam4	11659	6.034e-02	3.456e-02	1.28	3.986e-02	2.428e-02	0.65	1.079e-01	4.201e-02	1.09	7.928e-01	5.054e-02	5.49	5.397e-01	4.269e-02	5.86	7.825e-01	3.575e-02	9.69	1.530e+00	3.832e-02	22.75	3.200e+00	8.629e-02	25.81	3.841e+00	7.139e-02	34.12
nircam5	4547	-2.398e-02	2.383e-02	-1.01	-1.863e-02	1.615e-02	-0.84	2.487e-01	3.671e-02	5.17	1.325e+00	1.411e-04	18.78	9.162e-01	1.073e-04	13.67	6.774e-01	6.847e-05	11.87	7.534e-01	3.295e-02	16.42	3.686e-01	9.984e-05	3.69	3.836e-01	5.494e-05	4.19
nircam5	9883	4.310e-02	2.996e-02	1.44	-5.973e-03	2.031e-02	-0.21	4.467e-01	4.616e-02	7.39	2.429e+00	1.774e-04	27.38	1.815e+00	1.349e-04	21.54	2.060e+00	8.608e-05	28.71	2.213e+00	4.143e-02	38.36	2.257e+00	1.255e-04	17.98	2.853e+00	6.908e-05	24.78
nircam5	12083	2.851e-02	4.605e-02	0.62	1.269e-01	3.122e-02	2.95	7.898e-01	7.094e-02	8.50	2.634e+00	2.726e-04	19.32	3.508e+00	2.073e-04	27.08	2.996e+00	1.323e-04	27.17	2.692e+00	6.368e-02	30.36	2.999e+00	1.929e-04	15.54	4.940e+00	1.062e-04	27.92
nircam5	12779	-1.797e-02	3.179e-02	-0.57	-4.784e-02	2.155e-02	-1.61	5.754e-01	4.898e-02	8.97	3.569e+00	1.882e-04	37.92	3.261e+00	1.431e-04	36.47	2.355e+00	9.135e-05	30.93	2.726e+00	4.396e-02	44.52	2.849e+00	1.332e-04	21.39	4.335e+00	7.330e-05	35.48
nircam5	12888	-1.204e-04	2.546e-02	-0.00	3.588e-02	1.726e-02	1.51	2.356e+00	3.922e-02	45.86	5.076e+00	1.507e-04	67.36	4.654e+00	1.146e-04	65.00	4.241e+00	7.314e-05	69.58	3.665e+00	3.520e-02	74.77	3.570e+00	1.067e-04	33.47	5.604e+00	5.869e-05	57.29
nircam6	3206	-6.098e-02	3.263e-02	-1.87	-3.028e-02	2.098e-02	-1.44	5.761e-01	5.098e-02	5.19	1.127e+00	6.103e-02	8.17	1.105e+00	5.265e-02	8.39	7.627e-01	4.355e-02	8.22	6.163e-01	4.589e-02	7.94	1.063e+00	9.984e-02	5.67	6.281e-01	8.124e-02	7.16
nircam7	7070	4.808e-03	1.897e-02	0.13	5.579e-02	1.157e-02	2.34	3.079e-01	2.558e-02	5.27	7.569e-01	1.162e-04	9.77	6.390e-01	8.247e-05	8.52	3.459e-01	6.058e-05	6.28	4.263e-01	2.283e-02	10.34	4.302e-01	8.431e-05	5.10	5.132e-01	5.017e-05	8.18
nircam7	9437	-7.648e-03	3.119e-02	-0.12	5.853e-02	1.903e-02	1.49	-1.353e-01	4.206e-02	-1.41	7.493e-01	1.911e-04	5.88	6.310e-01	1.356e-04	5.12	9.319e-01	9.963e-05	10.29	9.255e-01	3.754e-02	13.65	1.029e+00	1.387e-04	7.42	1.310e+00	8.251e-05	12.71
nircam7	9959	4.113e-02	1.778e-02	1.18	6.621e-02	1.085e-02	2.96	5.405e-01	2.397e-02	9.87	1.359e+00	1.089e-04	18.71	8.171e-01	7.729e-05	11.63	5.485e-01	5.678e-05	10.63	5.198e-01	2.139e-02	13.45	5.068e-01	7.901e-05	6.41	6.345e-01	4.702e-05	10.80
nircam7	11615	-1.949e-04	2.464e-02	-0.00	1.125e-02	1.503e-02	0.36	2.308e-01	3.322e-02	3.04	4.599e-01	1.510e-04	4.57	6.335e-01	1.071e-04	6.51	4.768e-01	7.869e-05	6.66	8.844e-01	2.965e-02	16.51	1.624e+00	1.095e-04	14.83	2.300e+00	6.516e-05	28.24
nircam7	11754	2.867e-02	3.887e-02	0.38	-2.369e-02	2.372e-02	-0.48	8.836e-01	5.242e-02	7.38	2.589e+00	2.382e-04	16.31	2.083e+00	1.690e-04	13.56	1.577e+00	1.242e-04	13.97	1.313e+00	4.678e-02	15.54	1.550e+00	1.728e-04	8.97	2.551e+00	1.028e-04	19.85
nircam7	3581	3.163e-01	3.237e-02	4.98	1.213e-01	1.975e-02	2.98	1.405e+00	4.366e-02	14.10	1.705e+00	1.984e-04	12.89	3.459e+00	1.408e-04	27.03	2.146e+00	1.034e-04	22.83	1.651e+00	3.896e-02	23.46	1.818e+00	1.439e-04	12.63	1.746e+00	8.563e-05	16.31
nircam7	13394	-6.540e-02	2.949e-02	-1.13	1.322e-02	1.799e-02	0.36	2.739e-01	3.977e-02	3.02	6.750e-01	1.807e-04	5.60	7.598e-01	1.282e-04	6.52	4.558e-01	9.419e-05	5.32	5.502e-01	3.549e-02	8.58	2.701e-01	1.311e-04	2.06	1.598e+00	7.801e-05	16.39
nircam7	13743	6.658e-01	1.107e-01	3.06	3.216e-01	6.757e-02	2.31	2.112e+00	1.493e-01	6.19	5.836e+00	6.786e-04	12.90	6.598e+00	4.815e-04	15.07	7.468e+00	3.537e-04	23.22	7.441e+00	1.333e-01	30.91	1.076e+01	4.923e-04	21.86	1.124e+01	2.929e-04	30.71
nircam7	14097	2.402e-01	4.030e-02	3.04	-4.276e-02	2.459e-02	-0.84	5.642e-01	5.434e-02	4.55	2.046e+00	2.469e-04	12.43	2.235e+00	1.752e-04	14.03	1.836e+00	1.287e-04	15.69	1.783e+00	4.849e-02	20.36	1.696e+00	1.791e-04	9.47	2.140e+00	1.066e-04	16.06
nircam7	14208	-1.794e-02	4.492e-02	-0.20	-1.075e-01	2.741e-02	-1.90	-2.867e-01	6.058e-02	-2.07	2.037e+00	2.752e-04	11.10	1.137e+00	1.953e-04	6.40	1.223e+00	1.435e-04	9.38	1.583e+00	5.406e-02	16.21	1.824e+00	1.997e-04	9.13	1.411e+00	1.188e-04	9.50
nircam8	1398	-1.415e-01	3.222e-02	-1.58	-1.647e-02	1.952e-02	-0.37	4.023e-01	4.303e-02	5.33	1.276e+00	1.840e-04	10.40	9.653e-01	1.410e-04	10.27	1.245e+00	9.111e-05	13.66	1.171e+00	3.847e-02	15.43	1.281e+00	1.258e-04	9.16	1.807e+00	7.608e-05	14.25
nircam8	2080	1.768e-02	3.895e-02	0.16	1.081e-01	2.360e-02	2.01	1.541e-01	5.202e-02	1.69	1.480e+00	2.225e-04	9.98	1.439e+00	1.704e-04	12.66	1.235e+00	1.102e-04	11.21	1.153e+00	4.651e-02	12.56	1.379e+00	1.521e-04	8.16	2.039e+00	9.198e-05	13.30
nircam8	2288	1.110e-01	2.986e-02	1.34	3.716e-02	1.809e-02	0.90	4.860e-01	3.988e-02	6.95	9.291e-01	1.706e-04	8.17	9.789e-01	1.307e-04	11.24	6.377e-01	8.446e-05	7.55	4.401e-01	3.566e-02	6.25	5.334e-01	1.166e-04	4.12	7.030e-01	7.052e-05	5.98
nircam8	4493	5.867e-01	5.574e-02	3.78	2.273e-01	3.377e-02	2.95	2.204e+00	7.445e-02	16.88	4.431e+00	3.184e-04	20.88	3.302e+00	2.439e-04	20.31	3.884e+00	1.576e-04	24.64	2.480e+00	6.656e-02	18.88	3.907e+00	2.177e-04	16.15	2.810e+00	1.316e-04	12.81
nircam8	6986	1.594e-02	3.256e-02	0.18	5.000e-02	1.973e-02	1.11	5.824e-01	4.348e-02	7.64	1.976e+00	1.860e-04	15.94	9.588e-01	1.425e-04	10.10	8.733e-01	9.208e-05	9.48	1.030e+00	3.888e-02	13.42	9.976e-01	1.272e-04	7.06	9.556e-01	7.689e-05	7.46
nircam8	8954	9.855e-02	3.621e-02	0.98	1.512e-02	2.194e-02	0.30	1.282e-02	4.835e-02	0.15	1.638e+00	2.068e-04	11.88	1.032e+00	1.584e-04	9.77	1.274e+00	1.024e-04	12.44	1.313e+00	4.323e-02	15.39	4.464e-01	1.414e-04	2.84	2.123e+00	8.550e-05	14.90
nircam8	9454	9.855e-02	2.856e-02	1.24	9.466e-02	1.730e-02	2.40	1.392e-01	3.814e-02	2.08	1.050e+00	1.631e-04	9.65	1.049e+00	1.250e-04	12.59	8.163e-01	8.077e-05	10.11	6.980e-01	3.410e-02	10.37	6.111e-01	1.115e-04	4.93	8.479e-01	6.744e-05	7.54
nircam8	11712	1.138e-01	2.582e-02	1.58	3.939e-02	1.564e-02	1.10	3.649e-02	3.448e-02	0.60	7.345e-01	1.475e-04	7.47	8.017e-01	1.130e-04	10.65	8.859e-01	7.301e-05	12.13	9.951e-01	3.083e-02	16.35	1.509e+00	1.008e-04	13.47	1.728e+00	6.097e-05	17.01
nircam8	14604	4.303e-02	2.954e-02	0.52	-2.812e-03	1.790e-02	-0.07	6.179e-01	3.946e-02	8.93	1.218e+00	1.687e-04	10.82	9.891e-01	1.293e-04	11.48	7.259e-01	8.355e-05	8.69	5.152e-01	3.527e-02	7.40	8.489e-01	1.154e-04	6.62	9.987e-01	6.977e-05	8.59
nircam9	2646	1.352e-02	2.297e-02	0.53	2.040e-02	1.368e-02	1.17	1.295e-03	2.505e-02	0.03	5.039e-01	1.079e-04	6.54	6.793e-01	1.063e-04	10.22	4.657e-01	6.028e-05	8.50	4.042e-01	2.682e-02	8.69	4.612e-01	9.231e-05	3.00	3.096e-01	4.316e-05	4.30
nircam9	3096	1.023e-01	3.876e-02	2.37	9.306e-02	2.309e-02	3.16	5.354e-01	4.227e-02	8.49	2.004e+00	1.821e-04	15.41	9.077e-01	1.795e-04	8.09	1.117e+00	1.017e-04	12.07	1.046e+00	4.525e-02	13.32	1.091e+00	1.558e-04	4.20	1.795e+00	7.283e-05	14.78
nircam9	5572	8.837e-02	2.466e-02	3.21	9.175e-03	1.469e-02	0.49	8.275e-02	2.689e-02	2.06	3.411e-01	1.158e-04	4.12	4.047e-01	1.142e-04	5.67	8.486e-01	6.471e-05	14.43	1.300e+00	2.879e-02	26.03	2.023e+00	9.910e-05	12.25	3.062e+00	4.633e-05	39.65
nircam9	9061	-8.051e-02	2.696e-02	-2.68	1.006e-02	1.606e-02	0.49	2.009e-01	2.940e-02	4.58	3.676e-01	1.266e-04	4.06	5.241e-01	1.248e-04	6.72	5.848e-01	7.075e-05	9.09	4.358e-01	3.147e-02	7.98	1.127e+00	1.083e-04	6.24	6.536e-01	5.065e-05	7.74
nircam9	8076	1.872e-02	7.706e-03	2.18	-3.953e-03	4.590e-03	-0.68	2.592e-02	8.405e-03	2.07	3.056e-03	3.620e-05	0.12	3.130e-02	3.568e-05	1.40	-2.804e-02	2.023e-05	-1.53	-5.292e-03	8.998e-03	-0.34	7.712e-01	3.097e-05	14.94	3.241e-02	1.448e-05	1.34
nircam10	1424	-1.198e-01	4.151e-02	-1.52	1.721e-03	2.824e-02	0.03	4.933e-01	5.316e-02	3.50	1.552e+00	6.472e-02	7.83	1.329e+00	5.499e-02	7.85	8.071e-01	4.948e-02	6.91	6.590e-01	4.963e-02	6.67	1.259e+00	1.110e-01	7.20	8.776e-01	9.181e-02	5.37
nircam10	1935	-9.518e-02	3.350e-02	-1.50	-2.644e-02	2.279e-02	-0.66	3.651e-01	4.290e-02	3.21	9.619e-01	5.223e-02	6.01	1.017e+00	4.438e-02	7.44	5.805e-01	3.993e-02	6.16	7.855e-01	4.005e-02	9.85	4.701e-01	8.961e-02	3.33	1.208e+00	7.410e-02	9.15
nircam10	7847	2.141e-01	4.465e-02	2.53	1.313e-01	3.038e-02	2.46	2.366e+00	5.719e-02	15.62	4.469e+00	6.962e-02	20.94	2.751e+00	5.915e-02	15.10	1.880e+00	5.322e-02	14.95	1.850e+00	5.338e-02	17.41	1.858e+00	1.194e-01	9.88	1.713e+00	9.876e-02	9.74
nircam10	9562	8.373e-02	2.451e-02	1.80	1.178e-02	1.668e-02	0.40	3.569e-01	3.139e-02	4.29	1.487e+00	3.822e-02	12.69	1.407e+00	3.247e-02	14.07	1.003e+00	2.922e-02	14.53	9.069e-01	2.931e-02	15.54	1.021e+00	6.557e-02	9.89	7.044e-01	5.422e-02	7.29
nircam10	10415	2.169e-02	1.913e-02	0.60	5.730e-02	1.302e-02	2.50	3.769e-01	2.451e-02	5.81	9.783e-01	2.983e-02	10.70	7.622e-01	2.535e-02	9.76	5.547e-01	2.281e-02	10.30	6.029e-01	2.287e-02	13.24	4.193e-01	5.118e-02	5.21	5.345e-01	4.232e-02	7.09
