combo_index,num_sources,veto_snr,star_cut,color1_min,color2_max,color2_min,color3_intercept,color3_slope,snr_threshold,recovered_ids
667,4,2,0.8,0.3,1.0,-0.5,1.0,0.44,4,"8216,9562,11659,12779"
668,4,2,0.8,0.3,1.0,-0.5,1.0,0.44,5,"8216,9562,11659,12779"
669,4,2,0.8,0.3,1.0,-0.5,1.0,0.44,6,"8216,9562,11659,12779"
670,4,2,0.8,0.3,1.0,-0.5,1.0,0.6,2,"8216,9562,11659,12779"
671,4,2,0.8,0.3,1.0,-0.5,1.0,0.6,3,"8216,9562,11659,12779"
672,4,2,0.8,0.3,1.0,-0.5,1.0,0.6,4,"8216,9562,11659,12779"
673,4,2,0.8,0.3,1.0,-0.5,1.0,0.6,5,"8216,9562,11659,12779"
674,4,2,0.8,0.3,1.0,-0.5,1.0,0.6,6,"8216,9562,11659,12779"
675,14,2,0.8,0.3,1.5,-1.5,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
676,14,2,0.8,0.3,1.5,-1.5,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
677,14,2,0.8,0.3,1.5,-1.5,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
678,14,2,0.8,0.3,1.5,-1.5,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
679,14,2,0.8,0.3,1.5,-1.5,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
680,14,2,0.8,0.3,1.5,-1.5,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
681,14,2,0.8,0.3,1.5,-1.5,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
682,14,2,0.8,0.3,1.5,-1.5,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
683,14,2,0.8,0.3,1.5,-1.5,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
684,14,2,0.8,0.3,1.5,-1.5,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
685,12,2,0.8,0.3,1.5,-1.5,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
686,12,2,0.8,0.3,1.5,-1.5,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
687,12,2,0.8,0.3,1.5,-1.5,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
688,12,2,0.8,0.3,1.5,-1.5,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
689,12,2,0.8,0.3,1.5,-1.5,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
690,11,2,0.8,0.3,1.5,-1.5,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
691,11,2,0.8,0.3,1.5,-1.5,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
692,11,2,0.8,0.3,1.5,-1.5,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
693,11,2,0.8,0.3,1.5,-1.5,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
694,11,2,0.8,0.3,1.5,-1.5,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
695,10,2,0.8,0.3,1.5,-1.5,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
696,10,2,0.8,0.3,1.5,-1.5,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
697,10,2,0.8,0.3,1.5,-1.5,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
698,10,2,0.8,0.3,1.5,-1.5,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
699,10,2,0.8,0.3,1.5,-1.5,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
700,10,2,0.8,0.3,1.5,-1.5,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
701,10,2,0.8,0.3,1.5,-1.5,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
702,10,2,0.8,0.3,1.5,-1.5,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
703,10,2,0.8,0.3,1.5,-1.5,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
704,10,2,0.8,0.3,1.5,-1.5,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
705,7,2,0.8,0.3,1.5,-1.5,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
706,7,2,0.8,0.3,1.5,-1.5,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
707,7,2,0.8,0.3,1.5,-1.5,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
708,7,2,0.8,0.3,1.5,-1.5,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
709,7,2,0.8,0.3,1.5,-1.5,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
710,7,2,0.8,0.3,1.5,-1.5,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
711,7,2,0.8,0.3,1.5,-1.5,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
712,7,2,0.8,0.3,1.5,-1.5,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
713,7,2,0.8,0.3,1.5,-1.5,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
714,7,2,0.8,0.3,1.5,-1.5,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
715,7,2,0.8,0.3,1.5,-1.5,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
716,7,2,0.8,0.3,1.5,-1.5,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
717,7,2,0.8,0.3,1.5,-1.5,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
718,7,2,0.8,0.3,1.5,-1.5,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
719,7,2,0.8,0.3,1.5,-1.5,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
720,14,2,0.8,0.3,1.5,-1.0,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
721,14,2,0.8,0.3,1.5,-1.0,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
722,14,2,0.8,0.3,1.5,-1.0,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
723,14,2,0.8,0.3,1.5,-1.0,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
724,14,2,0.8,0.3,1.5,-1.0,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
725,14,2,0.8,0.3,1.5,-1.0,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
726,14,2,0.8,0.3,1.5,-1.0,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
727,14,2,0.8,0.3,1.5,-1.0,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
728,14,2,0.8,0.3,1.5,-1.0,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
729,14,2,0.8,0.3,1.5,-1.0,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
730,12,2,0.8,0.3,1.5,-1.0,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
731,12,2,0.8,0.3,1.5,-1.0,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
732,12,2,0.8,0.3,1.5,-1.0,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
733,12,2,0.8,0.3,1.5,-1.0,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
734,12,2,0.8,0.3,1.5,-1.0,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
735,11,2,0.8,0.3,1.5,-1.0,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
736,11,2,0.8,0.3,1.5,-1.0,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
737,11,2,0.8,0.3,1.5,-1.0,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
738,11,2,0.8,0.3,1.5,-1.0,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
739,11,2,0.8,0.3,1.5,-1.0,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
740,10,2,0.8,0.3,1.5,-1.0,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
741,10,2,0.8,0.3,1.5,-1.0,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
742,10,2,0.8,0.3,1.5,-1.0,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
743,10,2,0.8,0.3,1.5,-1.0,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
744,10,2,0.8,0.3,1.5,-1.0,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
745,10,2,0.8,0.3,1.5,-1.0,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
746,10,2,0.8,0.3,1.5,-1.0,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
747,10,2,0.8,0.3,1.5,-1.0,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
748,10,2,0.8,0.3,1.5,-1.0,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
749,10,2,0.8,0.3,1.5,-1.0,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
750,7,2,0.8,0.3,1.5,-1.0,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
751,7,2,0.8,0.3,1.5,-1.0,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
752,7,2,0.8,0.3,1.5,-1.0,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
753,7,2,0.8,0.3,1.5,-1.0,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
754,7,2,0.8,0.3,1.5,-1.0,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
755,7,2,0.8,0.3,1.5,-1.0,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
756,7,2,0.8,0.3,1.5,-1.0,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
757,7,2,0.8,0.3,1.5,-1.0,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
758,7,2,0.8,0.3,1.5,-1.0,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
759,7,2,0.8,0.3,1.5,-1.0,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
760,7,2,0.8,0.3,1.5,-1.0,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
761,7,2,0.8,0.3,1.5,-1.0,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
762,7,2,0.8,0.3,1.5,-1.0,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
763,7,2,0.8,0.3,1.5,-1.0,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
764,7,2,0.8,0.3,1.5,-1.0,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
765,10,2,0.8,0.3,1.5,-0.5,0.3,0.3,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
766,10,2,0.8,0.3,1.5,-0.5,0.3,0.3,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
767,10,2,0.8,0.3,1.5,-0.5,0.3,0.3,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
768,10,2,0.8,0.3,1.5,-0.5,0.3,0.3,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
769,10,2,0.8,0.3,1.5,-0.5,0.3,0.3,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
770,10,2,0.8,0.3,1.5,-0.5,0.3,0.44,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
771,10,2,0.8,0.3,1.5,-0.5,0.3,0.44,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
772,10,2,0.8,0.3,1.5,-0.5,0.3,0.44,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
773,10,2,0.8,0.3,1.5,-0.5,0.3,0.44,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
774,10,2,0.8,0.3,1.5,-0.5,0.3,0.44,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
775,8,2,0.8,0.3,1.5,-0.5,0.3,0.6,2,"3206,11659,12779,6802,1843,2034,8216,9562"
776,8,2,0.8,0.3,1.5,-0.5,0.3,0.6,3,"3206,11659,12779,6802,1843,2034,8216,9562"
777,8,2,0.8,0.3,1.5,-0.5,0.3,0.6,4,"3206,11659,12779,6802,1843,2034,8216,9562"
778,8,2,0.8,0.3,1.5,-0.5,0.3,0.6,5,"3206,11659,12779,6802,1843,2034,8216,9562"
779,8,2,0.8,0.3,1.5,-0.5,0.3,0.6,6,"3206,11659,12779,6802,1843,2034,8216,9562"
780,7,2,0.8,0.3,1.5,-0.5,0.65,0.3,2,"11659,12779,6802,1843,2034,8216,9562"
781,7,2,0.8,0.3,1.5,-0.5,0.65,0.3,3,"11659,12779,6802,1843,2034,8216,9562"
782,7,2,0.8,0.3,1.5,-0.5,0.65,0.3,4,"11659,12779,6802,1843,2034,8216,9562"
783,7,2,0.8,0.3,1.5,-0.5,0.65,0.3,5,"11659,12779,6802,1843,2034,8216,9562"
784,7,2,0.8,0.3,1.5,-0.5,0.65,0.3,6,"11659,12779,6802,1843,2034,8216,9562"
785,6,2,0.8,0.3,1.5,-0.5,0.65,0.44,2,"11659,12779,6802,1843,8216,9562"
786,6,2,0.8,0.3,1.5,-0.5,0.65,0.44,3,"11659,12779,6802,1843,8216,9562"
787,6,2,0.8,0.3,1.5,-0.5,0.65,0.44,4,"11659,12779,6802,1843,8216,9562"
788,6,2,0.8,0.3,1.5,-0.5,0.65,0.44,5,"11659,12779,6802,1843,8216,9562"
789,6,2,0.8,0.3,1.5,-0.5,0.65,0.44,6,"11659,12779,6802,1843,8216,9562"
790,6,2,0.8,0.3,1.5,-0.5,0.65,0.6,2,"11659,12779,6802,1843,8216,9562"
791,6,2,0.8,0.3,1.5,-0.5,0.65,0.6,3,"11659,12779,6802,1843,8216,9562"
792,6,2,0.8,0.3,1.5,-0.5,0.65,0.6,4,"11659,12779,6802,1843,8216,9562"
793,6,2,0.8,0.3,1.5,-0.5,0.65,0.6,5,"11659,12779,6802,1843,8216,9562"
794,6,2,0.8,0.3,1.5,-0.5,0.65,0.6,6,"11659,12779,6802,1843,8216,9562"
795,4,2,0.8,0.3,1.5,-0.5,1.0,0.3,2,"8216,9562,11659,12779"
796,4,2,0.8,0.3,1.5,-0.5,1.0,0.3,3,"8216,9562,11659,12779"
797,4,2,0.8,0.3,1.5,-0.5,1.0,0.3,4,"8216,9562,11659,12779"
798,4,2,0.8,0.3,1.5,-0.5,1.0,0.3,5,"8216,9562,11659,12779"
799,4,2,0.8,0.3,1.5,-0.5,1.0,0.3,6,"8216,9562,11659,12779"
800,4,2,0.8,0.3,1.5,-0.5,1.0,0.44,2,"8216,9562,11659,12779"
801,4,2,0.8,0.3,1.5,-0.5,1.0,0.44,3,"8216,9562,11659,12779"
802,4,2,0.8,0.3,1.5,-0.5,1.0,0.44,4,"8216,9562,11659,12779"
803,4,2,0.8,0.3,1.5,-0.5,1.0,0.44,5,"8216,9562,11659,12779"
804,4,2,0.8,0.3,1.5,-0.5,1.0,0.44,6,"8216,9562,11659,12779"
805,4,2,0.8,0.3,1.5,-0.5,1.0,0.6,2,"8216,9562,11659,12779"
806,4,2,0.8,0.3,1.5,-0.5,1.0,0.6,3,"8216,9562,11659,12779"
807,4,2,0.8,0.3,1.5,-0.5,1.0,0.6,4,"8216,9562,11659,12779"
808,4,2,0.8,0.3,1.5,-0.5,1.0,0.6,5,"8216,9562,11659,12779"
809,4,2,0.8,0.3,1.5,-0.5,1.0,0.6,6,"8216,9562,11659,12779"
810,14,2,0.8,0.5,0.5,-1.5,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
811,14,2,0.8,0.5,0.5,-1.5,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
812,14,2,0.8,0.5,0.5,-1.5,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
813,14,2,0.8,0.5,0.5,-1.5,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
814,14,2,0.8,0.5,0.5,-1.5,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
815,14,2,0.8,0.5,0.5,-1.5,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
816,14,2,0.8,0.5,0.5,-1.5,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
817,14,2,0.8,0.5,0.5,-1.5,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
818,14,2,0.8,0.5,0.5,-1.5,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
819,14,2,0.8,0.5,0.5,-1.5,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
820,12,2,0.8,0.5,0.5,-1.5,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
821,12,2,0.8,0.5,0.5,-1.5,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
822,12,2,0.8,0.5,0.5,-1.5,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
823,12,2,0.8,0.5,0.5,-1.5,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
824,12,2,0.8,0.5,0.5,-1.5,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
825,11,2,0.8,0.5,0.5,-1.5,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
826,11,2,0.8,0.5,0.5,-1.5,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
827,11,2,0.8,0.5,0.5,-1.5,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
828,11,2,0.8,0.5,0.5,-1.5,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
829,11,2,0.8,0.5,0.5,-1.5,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
830,10,2,0.8,0.5,0.5,-1.5,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
831,10,2,0.8,0.5,0.5,-1.5,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
832,10,2,0.8,0.5,0.5,-1.5,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
833,10,2,0.8,0.5,0.5,-1.5,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
834,10,2,0.8,0.5,0.5,-1.5,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
835,10,2,0.8,0.5,0.5,-1.5,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
836,10,2,0.8,0.5,0.5,-1.5,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
837,10,2,0.8,0.5,0.5,-1.5,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
838,10,2,0.8,0.5,0.5,-1.5,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
839,10,2,0.8,0.5,0.5,-1.5,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
840,7,2,0.8,0.5,0.5,-1.5,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
841,7,2,0.8,0.5,0.5,-1.5,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
842,7,2,0.8,0.5,0.5,-1.5,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
843,7,2,0.8,0.5,0.5,-1.5,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
844,7,2,0.8,0.5,0.5,-1.5,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
845,7,2,0.8,0.5,0.5,-1.5,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
846,7,2,0.8,0.5,0.5,-1.5,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
847,7,2,0.8,0.5,0.5,-1.5,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
848,7,2,0.8,0.5,0.5,-1.5,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
849,7,2,0.8,0.5,0.5,-1.5,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
850,7,2,0.8,0.5,0.5,-1.5,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
851,7,2,0.8,0.5,0.5,-1.5,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
852,7,2,0.8,0.5,0.5,-1.5,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
853,7,2,0.8,0.5,0.5,-1.5,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
854,7,2,0.8,0.5,0.5,-1.5,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
855,14,2,0.8,0.5,0.5,-1.0,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
856,14,2,0.8,0.5,0.5,-1.0,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
857,14,2,0.8,0.5,0.5,-1.0,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
858,14,2,0.8,0.5,0.5,-1.0,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
859,14,2,0.8,0.5,0.5,-1.0,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
860,14,2,0.8,0.5,0.5,-1.0,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
861,14,2,0.8,0.5,0.5,-1.0,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
862,14,2,0.8,0.5,0.5,-1.0,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
863,14,2,0.8,0.5,0.5,-1.0,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
864,14,2,0.8,0.5,0.5,-1.0,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
865,12,2,0.8,0.5,0.5,-1.0,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
866,12,2,0.8,0.5,0.5,-1.0,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
867,12,2,0.8,0.5,0.5,-1.0,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
868,12,2,0.8,0.5,0.5,-1.0,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
869,12,2,0.8,0.5,0.5,-1.0,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
870,11,2,0.8,0.5,0.5,-1.0,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
871,11,2,0.8,0.5,0.5,-1.0,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
872,11,2,0.8,0.5,0.5,-1.0,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
873,11,2,0.8,0.5,0.5,-1.0,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
874,11,2,0.8,0.5,0.5,-1.0,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
875,10,2,0.8,0.5,0.5,-1.0,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
876,10,2,0.8,0.5,0.5,-1.0,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
877,10,2,0.8,0.5,0.5,-1.0,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
878,10,2,0.8,0.5,0.5,-1.0,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
879,10,2,0.8,0.5,0.5,-1.0,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
880,10,2,0.8,0.5,0.5,-1.0,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
881,10,2,0.8,0.5,0.5,-1.0,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
882,10,2,0.8,0.5,0.5,-1.0,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
883,10,2,0.8,0.5,0.5,-1.0,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
884,10,2,0.8,0.5,0.5,-1.0,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
885,7,2,0.8,0.5,0.5,-1.0,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
886,7,2,0.8,0.5,0.5,-1.0,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
