pointing,source_id,filter,x_image,y_image,flux_ujy,sex_snr,nmad_snr,local_rms_snr,weighted_rms_snr,global_stats_snr,sex_flux,nmad_flux,nmad_error,local_rms_error,weighted_rms_error,global_stats_error
nircam4,9859,F277W,4436.0464,3316.1958,,31.237085948944358,0,,,,0.6158379,,,,,
nircam4,9859,F356W,4436.0464,3316.1958,,20.212941747655513,0,,,,0.4271508,,,,,
nircam4,9859,F410M,4436.0464,3316.1958,,6.351996200814682,0,,,,0.3022861,,,,,
nircam4,9859,F444W,4436.0464,3316.1958,,7.87032392477795,0,,,,0.3098785,,,,,
nircam4,9427,F606W,3994.1465,3180.5862,0.0006034475595802438,0.34681506861889877,0,0.2995308088326764,0.15268681503999806,0.0018076593590057744,0.006611679,,,0.02207345222939457,0.04330222308635712,3.657591219861507
nircam4,9427,F814W,3994.1465,3180.5862,0.005653463935099744,2.7676678029813893,0,2.5928298041572773,1.371650654690906,0.006862099001835745,0.03707875,,,0.014300495134909696,0.027032211422920227,5.403412278091691
nircam4,9427,F115W,3994.1465,3180.5862,,13.56596836749179,0,,,,0.3144156,,,,,
nircam4,9427,F150W,3994.1465,3180.5862,,24.65463291017576,0,,,,0.6874508,,,,,
nircam4,9427,F200W,3994.1465,3180.5862,,23.021543172970443,0,,,,0.5421555,,,,,
nircam4,9427,F277W,3994.1465,3180.5862,,28.226611676780767,0,,,,0.5566285,,,,,
nircam4,9427,F356W,3994.1465,3180.5862,,25.615065247668642,0,,,,0.5414492,,,,,
nircam4,9427,F410M,3994.1465,3180.5862,,11.016827698750959,0,,,,0.5244151,,,,,
nircam4,9427,F444W,3994.1465,3180.5862,,16.040482887820296,0,,,,0.6317233,,,,,
nircam4,12415,F606W,8324.2852,4530.7695,0.002530924621705942,1.4545800747902198,0,1.4714453289371738,0.7054508464619718,0.007581519730641193,0.0277301,,,0.018845484405478712,0.0393083356320858,3.657591219861507
nircam4,12415,F814W,8324.2852,4530.7695,-0.003411254739959283,-1.6699885273764268,0,-1.0780079727024832,-0.5808215683457163,-0.004140535433639244,-0.02237302,,,0.02075403945660305,0.03851960599422455,5.403412278091691
nircam4,12415,F115W,8324.2852,4530.7695,,16.919832297742698,0,,,,0.3921474,,,,,
nircam4,12415,F150W,8324.2852,4530.7695,,29.75987000071369,0,,,,0.8298013,,,,,
nircam4,12415,F200W,8324.2852,4530.7695,,30.567343753184723,0,,,,0.7198585,,,,,
nircam4,12415,F277W,8324.2852,4530.7695,,36.7354243080245,0,,,,0.7244222,,,,,
nircam4,12415,F356W,8324.2852,4530.7695,,37.98495783880344,0,,,,0.802923,,,,,
nircam4,12415,F410M,8324.2852,4530.7695,,17.448950952579427,0,,,,0.8305924,,,,,
nircam4,12415,F444W,8324.2852,4530.7695,,25.360507791928814,0,,,,0.9987744,,,,,
nircam4,11659,F606W,10020.7949,4400.8706,0.00299709406532782,1.7233760603916812,0,1.6318093583986615,0.8151053091887184,0.008977955169425244,0.03283769,,,0.020123484297347404,0.040286436676979065,3.657591219861507
nircam4,11659,F814W,10020.7949,4400.8706,0.010119770199679273,4.956686491992699,0,3.304411906010634,1.705579556544575,0.012283241882005757,0.06637142,,,0.020085698117499277,0.03891428932547569,5.403412278091691
nircam4,11659,F115W,10020.7949,4400.8706,,6.471440942318966,0,,,,0.1499108,,,,,
nircam4,11659,F150W,10020.7949,4400.8706,,22.927661996129757,0,,,,0.6389717,,,,,
nircam4,11659,F200W,10020.7949,4400.8706,,21.842218853662516,0,,,,0.5141204,,,,,
nircam4,11659,F277W,10020.7949,4400.8706,,28.33714866711923,0,,,,0.5585235,,,,,
nircam4,11659,F356W,10020.7949,4400.8706,,57.783042199255455,0,,,,1.220791,,,,,
nircam4,11659,F410M,10020.7949,4400.8706,,52.311578152645964,0,,,,2.488829,,,,,
nircam4,11659,F444W,10020.7949,4400.8706,,80.78827345178809,0,,,,3.180068,,,,,
nircam5,4547,F606W,8867.1318,1876.1993,0.0018968102703067781,1.5286890039154302,0,1.565582599303663,0.822589005960507,0.05798553642204202,0.02078242,,,0.013274559904564324,0.025264643132686615,0.35840696288014307
nircam5,4547,F814W,8867.1318,1876.1993,0.0007384970344521235,0.52552750234038,0,0.591110874981455,0.3209193920808414,0.008756271829550381,0.004843499,,,0.008193892558907762,0.015092571265995502,0.5531462583943908
nircam5,4547,F115W,8867.1318,1876.1993,,14.594306051521226,0,,,,0.305663,,,,,
nircam5,4547,F150W,8867.1318,1876.1993,,9911.410818770664,0,,,,0.797787,,,,,
nircam5,4547,F200W,8867.1318,1876.1993,,10044.50381700598,0,,,,0.6146032,,,,,
nircam5,4547,F277W,8867.1318,1876.1993,,9991.326193742827,0,,,,0.3902625,,,,,
nircam5,4547,F356W,8867.1318,1876.1993,,26.87856976050787,0,,,,0.5052776,,,,,
nircam5,4547,F410M,8867.1318,1876.1993,,9234.589661864838,0,,,,0.526011,,,,,
nircam5,4547,F444W,8867.1318,1876.1993,,13451.697194579952,0,,,,0.4216152,,,,,
nircam5,9883,F606W,1088.0367,3457.0374,-0.0023975171727225212,-1.9292728766990486,0,-1.8525711709182882,-1.041148958876264,-0.07329215869275556,-0.02626842,,,0.01417943904793638,0.025230221450328827,0.35840696288014307
nircam5,9883,F814W,1088.0367,3457.0374,0.00013264016314937167,0.09424501708459093,0,0.09885022656857202,0.058444029316815485,0.0015726986973122437,0.0008699324,,,0.008800509924947226,0.014884879812598228,0.5531462583943908
nircam5,9883,F115W,1088.0367,3457.0374,,10.290250624403782,0,,,,0.2158484,,,,,
nircam5,9883,F150W,1088.0367,3457.0374,,22192.97890884083,0,,,,1.789083,,,,,
nircam5,9883,F200W,1088.0367,3457.0374,,24372.506896447627,0,,,,1.493585,,,,,
nircam5,9883,F277W,1088.0367,3457.0374,,36786.27008699422,0,,,,1.439073,,,,,
nircam5,9883,F356W,1088.0367,3457.0374,,71.36849899109112,0,,,,1.343674,,,,,
nircam5,9883,F410M,1088.0367,3457.0374,,23061.115880971854,0,,,,1.315591,,,,,
nircam5,9883,F444W,1088.0367,3457.0374,,58731.83903186952,0,,,,1.84364,,,,,
